,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Edition:,Notes:,Series:,Scale:
187,['Text'],"['RE0000752833 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Jan67  ']",[],"['Sanborn map, Anniston, Alabama.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Anniston, Alabama']","['Anniston, Alabama']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
188,['Entry not found.'],"['RE0000752836 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Jul69  ']",[],"['Sanborn map, Ansonia, Connecticut.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Ansonia, Connecticut']","['Ansonia, Connecticut']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
189,['Text'],"['RE0000755293 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Ardmore, Oklahoma 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Ardmore, Oklahoma 1969.']","['Ardmore, Oklahoma 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
190,['Text'],"['RE0000754458 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Arlington, Texas 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Arlington, Texas 1968']","['Arlington, Texas 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
191,['Text'],"['RE0000758436 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Ashland, Kentucky 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Ashland, Kentucky 1968']","['Ashland, Kentucky 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
192,['Text'],"['RE0000754329 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec65  ']",[],"['Sanborn Map Astoria, Oregon 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Astoria, Oregon 1965.']","['Astoria, Oregon 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
193,['Text'],"['RE0000752610 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-08-01  ']",[],"['Sanborn Map Athens, Georgia 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Athens, Georgia 1967.']","['Athens, Georgia 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
194,['Text'],"['RE0000754322 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr67  ']",[],"['Sanborn Map Athens, Ohio 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Athens, Ohio 1967']","['Athens, Ohio 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
195,['Text'],"['RE0000754456 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Athens, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Athens, Texas 1965']","['Athens, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
196,['Text'],"['RE0000752598 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Athol, Massachusetts 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Athol, Massachusetts 1965.']","['Athol, Massachusetts 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
197,['Text'],"['RE0000752612 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn Map Attleboro, Massachusetts 1969  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Attleboro, Massachusetts 1969']","['Attleboro, Massachusetts 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
198,['Text'],"['RE0000752426 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Augusta, Georgia 1965.  Vols. 2 & 3.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Augusta, Georgia 1965.']","['Augusta, Georgia 1965']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
199,['Text'],"['RE0000752621 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-06-01  ']",[],"['Sanborn Map Bakersfield, California 1969.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bakersfield, California 1969.']","['Bakerfield, California 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
200,['Text'],"['RE0000752638 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Baltimore, Maryland 1964.  Vols. 11 & 14.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Baltimore, Maryland 1964.']","['Baltimore, Maryland 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
201,['Text'],"['RE0000819903 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']",[],"['Sanborn Map Baltimore, MD.  Vol. 15, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Baltimore, MD.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Baltimore']",[],[],[],[]
202,['Text'],"['RE0000819810 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']",[],"['Sanborn Map Baltimore, MD.  Vol. 4, 1971.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Baltimore, MD.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Baltimore']",[],[],[],[]
203,['Text'],"['RE0000754363 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug64  ']",[],"['Sanborn Map Barre, Vermont 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Barre, Vermont 1964']","['Barre, Vermont 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
204,['Text'],"['RE0000755292 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr67  ']",[],"['Sanborn Map Bartlesville, Oklahoma 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bartlesville, Oklahoma 1967.']","['Bartlesville, Oklahoma 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
205,['Text'],"['RE0000758438 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Baton Rouge, Louisiana 1969.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Baton Rouge, Louisiana 1969']","['Baton Rouge, Louisiana 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
206,['Text'],"['RE0000754455 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug65  ']",[],"['Sanborn Map Bay City, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bay City, Texas 1965']","['Bay City, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
207,['Text'],"['RE0000754454 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun69  ']",[],"['Sanborn Map Baytown, Texas 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Baytown, Texas 1969']","['Baytown, Texas 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
208,['Text'],"['RE0000754418 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Beaver Falls, Pennsylvania 1969.  Vols. 1-2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Beaver Falls, Pennsylvania 1969']","['Beaver Falls, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
209,['Text'],"['RE0000820545 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan64  ']",[],"['Sanborn Map Bedford Hills, NY.  1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bedford Hills, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Bedford Hills, NY']",[],[],[],[]
210,['Text'],"['RE0000754452 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Beeville, Texas 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Beeville, Texas 1964']","['Beeville, Texas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
211,['Text'],"['RE0000752203 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Belfast, Maine 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Belfast, Maine 1965']","['Belfast, Maine 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
212,['Text'],"['RE0000752613 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Sanborn Map Belmont, Massachusetts 1968  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Belmont, Massachusetts 1968']","['Belmont, Massachusetts 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
213,['Text'],"['RE0000754362 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug69  ']",[],"['Sanborn Map Bennington, Vermont 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bennington, Vermont 1969']","['Bennington, Vermont 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
214,['Text'],"['RE0000754417 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Bethlahem, Pennsylvania 1965.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bethlahem, Pennsylvania 1965']","['Bethlahem, Pennsylvania 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
215,['Text'],"['RE0000819913 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr70  ']",[],"['Sanborn Map Beverly, MA.  1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Beverly, MA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Beverly, MA']",[],[],[],[]
216,['Text'],"['RE0000752599 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Beverly, Massachusetts 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Beverly, Massachusetts 1964.']","['Beverly, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
217,['Text'],"['RE0000754453 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar66  ']",[],"['Sanborn Map Big Sping, Texas 1966.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Big Sping, Texas 1966']","['Big Sping, Texas 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
218,['Text'],"['RE0000751947 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jun68  ']",[],"['Sanborn Map Billings, Montana 1968.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additons & revisions.'],[],"['Sanborn Map Billings, Montana 1968.']","['Billings, Montana  1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
219,['Text'],"['RE0000752229 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-08-01  ']",[],"['Sanborn Map Biloxi, Mississippi 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Biloxi, Mississippi 1967.']","['Biloxi, Mississippi1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
220,['Text'],"['RE0000761016 / 1997-04-16 ', 'Renewal registration for: Not reg., addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Bloomington, Illinois 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revision.'],['C.O. correspondence.'],"['Sanborn Map Bloomington, Illinois 1967.']","['Bloomington, Illinois 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
221,['Text'],"['RE0000755249 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Boonton, New Jersey 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Boonton, New Jersey 1965']","['Boonton, New Jersey 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
222,['Text'],"['RE0000754448 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Borger, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Borger, Texas 1965']","['Borger, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
223,['Text'],"['RE0000752614 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Boston, Massachusetts 1964.  Vols. IN, IA, 2N, 2S, 3E, 3W, 4, 5E, 5W, 6-10.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Boston, Massachusetts 1964.']","['Boston, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
224,['Text'],"['RE0000755248 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Bound Brook, New Jersey 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bound Brook, New Jersey 1967']","['Bound Brook, New Jersey 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
225,['Text'],"['RE0000758425 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Bowling Green, Kentucky 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Bowling Green, Kentucky 1969']","['Bowling Green, Kentucky 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
226,['Text'],"['RE0000752242 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn Map Bozeman, Montana 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bozeman, Montana 1969.']","['Bozeman, Montana 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
227,['Text'],"['RE0000754416 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug68  ']",[],"['Sanborn Map Bradford, Pennsylvania 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bradford, Pennsylvania 1968']","['Bradford, Pennsylvania 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
228,['Text'],"['RE0000752615 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn Map Braintree, Massachusetts 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Braintree, Massachusetts 1969.']","['Braintree, Massachusetts 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
229,['Text'],"['RE0000825836 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']",[],"['Sanborn Map Brattleboro, VT 1971.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brattleboro, VT 1971.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Brattleboro, VT']",[],[],[],[]
230,['Text'],"['RE0000755244 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Bremerton, Washington 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bremerton, Washington 1968']","['Bremerton, Washington 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
231,['Text'],"['RE0000754450 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Brenham, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brenham, Texas 1965']","['Brenham, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
232,['Text'],"['RE0000754449 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Brickenridge, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brickenridge, Texas 1965']","['Brickenridge, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
233,['Text'],"['RE0000820477 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']",[],"['Sanborn Map Bringhampton, NY.  Vol. 1, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bringhampton, NY.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Bringhampton, NY']",[],[],[],[]
234,['Text'],"['RE0000755281 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug64  ']",[],"['Sanborn Map Bristol, Tennessee 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bristol, Tennessee 1964.']","['Bristol, Tennessee 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
235,['Text'],"['RE0000813273 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan67  ']",[],"['Sanborn Map Bristol, Tennessee.  1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Bristol, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
236,['Text'],"['RE0000752600 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Brockton, Massachusetts 1964.  Vols. 1 & 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brockton, Massachusetts 1964.']","['Brockton, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
237,['Text'],"['RE0000752196 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-06-01  ']",[],"['Sanborn Map Brookhaven, Mississippi 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brookhaven, Mississippi 1964']","['Brookhaven, Mississippi 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
238,['Text'],"['RE0000752601 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Brookline, Massachusetts 1965.  Vols. 1 & 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brookline, Massachusetts 1965.']","['Brookline, Massachusetts 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
239,['Map'],['VA0000936875 / 1998-12-28 '],[],"['Sanborn map, Brooklyn, New York : vol. 10A, 1994.']","['Brooklyn, NY']",['4 p.'],"['EDR Sanborn, Inc.']",['1994'],['1994-03-01  '],['map: Sanborn Map Company.'],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Sanborn map, Brooklyn, New York : vol. 10A, 1994.']",[],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
240,['Map'],['VA0000936782 / 1998-12-28 '],[],"['[Sanborn map Brooklyn, New York, vol. 9, 1992]']",['Brooklyn'],[],"['EDR Sanborn, Inc.']",['1992'],['1992-03-01  '],"['Sanborn Map Company, employer for hire.']",['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],[],['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Title from appl.'],[],[]
241,['Map'],['VA0000936776 / 1998-12-28 '],[],"['[Sanborn map Brooklyn, New York, vol. 9, 1993]']",['Brooklyn'],[],"['EDR Sanborn, Inc.']",['1993'],['1993-04-01  '],"['Sanborn Map Company, employer for hire.']",['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],[],['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['Title from appl.'],[],[]
